Rating,Title,New Desc,Level,BodyPart,Type,Equipment
Good,Shuttle run training,"Shuttle run training is an athletic conditioning drill that’s great for developing speed and power, as well as changing direction. It’s a favorite of football and basketball players, but it can also be great conditioning work for lifters and athletes of all ability levels.",Intermediate,Quadriceps,Strength,Body Only
Bad,Medicine ball ninja,"The medicine ball ninja is a dynamic medicine ball movement that challenges both the upper and lower body, while also elevating the heart rate. It's a great movement to include in medicine ball or bodyweight circuit training to increase fatigue and burn serious calories while hammering the muscles of the legs.",Intermediate,Quadriceps,Plyometrics,Medicine Ball
Bad,FYR Air Ball Plus Medicine Ball Jumping Sprawl,"The medicine ball air ball to jumping sprawl is a series of bodyweight and medicine ball movement strung together into a single sequence. They collectively target virtually every muscle in the body, as well as seriously challenging the cardiovascular system. It can be a single-movement workout if done for high reps, or part of a larger circuit workout.",Intermediate,Quadriceps,Strength,Medicine Ball
Bad,Medicine ball cowboy squat,"The medicine ball cowboy squat is an explosive exercise targeting the lower body, although several upper-body muscles play important supporting roles. The move involves performing jumping squats while holding a medicine ball overhead. It's commonly performed as part of a bodyweight and medicine ball circuit focused on fat loss or athleticism.",Intermediate,Quadriceps,Strength,Medicine Ball
Good,Medicine ball jumping jill,"The medicine ball jumping jill is an explosive medicine ball exercise that is similar to a jumping jack but performed holding a medicine ball between the hands. It can be performed for time or reps in a dynamic warm-up or fat-loss or conditioning circuit, usually paired with other bodyweight or medicine ball movements.",Intermediate,Quadriceps,Strength,Medicine Ball
Good,Alternate Leg Diagonal Bound,None,Beginner,Quadriceps,Plyometrics,None
Good,Sit Squats,None,Beginner,Quadriceps,Stretching,None
Bad,Frog Hops,None,Beginner,Quadriceps,Stretching,None
Bad,Dumbbell lateral hop to sprint,"The dumbbell lateral hop to sprint is a multi-part explosive exercise combining weighted hops with weighted sprinting. Adding dumbbells adds a challenge to the core and shoulders. Because balance can be a challenge, it is usually performed with relatively light weights, often as a component of fat-loss or athletic training.",Intermediate,Quadriceps,Plyometrics,None
Bad,Smith machine lunge sprint,"The Smith machine lunge sprint is a lower-body power exercise performed with the bar of a Smith machine on the back. It is similar to an alternating jump lunge or ""scissor lunge,"" but with added weight. The contained bar of the Smith machine makes it safer and less of a balance challenge than using a free weight.",Intermediate,Quadriceps,Strength,None
Bad,Sissy squat,"The sissy squat is a bodyweight squat variation that involves letting the knees travel far over the toes, placing an extreme stretch on the quads. This movement targets the quad muscles directly and can be performed in partial or full ranges of motion based on knee health and pain.",Intermediate,Quadriceps,Strength,None
Good,Wall ball toss,"The wall ball toss is an explosive full-body exercise utilizing a medicine ball. It involves squatting down, then explosively pressing a weighted ball into the air and catching it on a bounce off of a vertical surface. It is common in CrossFit workouts and can be performed for time or reps.",Intermediate,Quadriceps,Plyometrics,Exercise Ball
Bad,Bosu Ball Squat,None,Beginner,Quadriceps,Strength,Exercise Ball
Best,Exercise ball Bulgarian split squat,"The exercise ball Bulgarian split squat is an exercise that builds the quads, hamstrings, and glutes one leg at a time. The exercise ball is used to support the trailing shin and foot. Due to the balance challenge, this version of the split squat is usually performed for moderate to high reps with body weight only or light weights in the hands. If balance is a problem, you can stick the ball in the corner of a room while performing the exercise.",Intermediate,Quadriceps,Strength,Exercise Ball
Good,Internal Rotation with Band,None,Beginner,Shoulders,Strength,Bands
Good,Band Pull Apart,"The band pull-apart is an exercise targeting the upper back muscles, including the trapezius, rear delts, and rhomboids. The band creates dynamic tension, allowing you to really focus on contracting these muscles, making it a great activation drill prior to upper-body lifting.",Intermediate,Shoulders,Strength,Bands
Good,Back Flyes - With Bands,None,Beginner,Shoulders,Strength,Bands
Good,Lateral Raise - With Bands,None,Beginner,Shoulders,Strength,Bands
Good,Shoulder Press - With Bands,None,Beginner,Shoulders,Strength,Bands
Bad,External Rotation with Band,None,Beginner,Shoulders,Strength,Bands
Bad,FYR Band Pull-Apart,None,Intermediate,Shoulders,Strength,Bands
Bad,HM Lateral Raise,None,Intermediate,Shoulders,Strength,Bands
Bad,Rusin Banded Over-And-Back,None,Intermediate,Shoulders,Strength,Bands
Bad,Rusin Banded Face Pull,None,Intermediate,Shoulders,Strength,Bands
Bad,UP Band Pull-Apart,None,Intermediate,Shoulders,Strength,Bands
Best,Jordan Shallow Band-Resisted Thread the Needle,None,Intermediate,Shoulders,Strength,Bands
Good,30 Shoulders Seated Banded Barbell Shoulder Press,None,Intermediate,Shoulders,Strength,Bands
Bad,Band shoulder press,"The band shoulder press is a deltoid exercise and an alternative to the classic dumbbell shoulder press. The dynamic tension of the band forces the core to stabilize the body and more closely matches the strength curve of the shoulder press. It can be performed in low reps, such as 5-8 reps per set, to build shoulder strength, or for higher reps to build muscle and for conditioning. It can work as the main focus of a shoulder day but is also popular as an accessory movement to the bench press or barbell military press.",Intermediate,Shoulders,Strength,Bands
Best,Band lateral raise,"The band lateral raise is a shoulder exercise that targets the medial or middle head of the deltoid muscle. It's a variation of the dumbbell lateral raise, a staple strength-training move. The band lateral raise is a great option for warm-up or accessory work on upper-body training days. The dynamic tension of the band provides constant tension and matches the strength curve of the movement. It is usually performed for moderate to high reps, at least 8-12 reps, as part of the upper-body or shoulder-focused portion of a workout.",Intermediate,Shoulders,Strength,Bands
Good,Band upright row,"The band upright row is a popular movement for building stronger and bigger traps and shoulders and similar to the dumbbell upright row. Many lifters combine this move with either their back or shoulder workout, since it involves both body parts. Using the band provides dynamic resistance and is easier on the shoulder than using a barbell. It is generally performed for moderate to high reps, such as 8-12 reps per set or more.",Intermediate,Shoulders,Strength,Bands
Best,Staggered-stance band shoulder press,"The staggered-stance band shoulder press is a deltoid exercise and a variation of the band shoulder press. The dynamic tension of the band forces the core to stabilize the body, and the staggered-stance provides more stability and relieves tension on the back. It can be performed in low reps, such as 5-8 reps per set, to build shoulder strength, or for higher reps to build muscle and for conditioning. It can work as the main focus of a shoulder day but is also popular as an accessory movement to the bench press or barbell military press.",Intermediate,Shoulders,Strength,Bands
Bad,Single-arm banded landmine press,"The single-arm banded landmine press is an upper-body exercise that uses an angled barbell anchored at floor level in a landmine device. It can also be performed by sticking a barbell in the corner of a room, preferably in a towel to protect the walls. The band adds constant tension and dynamic resistance to the exercise. The movement focuses primarily on the muscles of the shoulders or deltoids and can be trained in traditional muscle and strength-focused rep ranges or for higher reps.",Intermediate,Shoulders,Strength,Bands
Bad,Band front raise rear fly row combo,"The band front raise rear fly row combo is a combination of three different shoulder exercises to build and strengthen the anterior, middle deltoids, and posterior portions of the shoulders. It requires a continuous loop band to provide constant, dynamic tension throughout the movement. In addition to the front and rear delts, this exercise works the arms, chest, back, and core, making it a great time-efficient shoulder burnout or accessory movement on an upper-body day.",Intermediate,Shoulders,Strength,Bands
Best,Jordan Shallow Foam Roller Thoracic Extension,None,Intermediate,Shoulders,Strength,Foam Roll
Bad,Jordan Shallow Thread the Needle (with Foam Roller),None,Intermediate,Shoulders,Strength,Foam Roll
Best,Clean and press,"The clean and press is a full-body lift comprised of two movements: the clean, where the bar is pulled from the floor and caught in the front rack position in three pulls or phases, followed by the overhead press. Decades ago, it was contested in the Olympics. Today, it remains a worthy centerpiece of a power and strength training program, and has full-body benefits when done for low reps as well as moderate to high reps.",Intermediate,Shoulders,Strength,Barbell
Best,Clean and jerk,"The clean and jerk is a full-body lift that is one of two contested lifts in Olympic weightlifting competitions. It is comprised of two movements: the clean, where the bar is pulled from the floor and caught in the front rack position in three pulls or phases, followed by the jerk overhead. The clean and jerk hits every muscle from head to toe and can be the centerpiece of a lifting program. It is also popular in CrossFit and athletic training programs. It is usually performed in low rep ranges, focusing on power and movement quality.",Intermediate,Shoulders,Olympic Weightlifting,Barbell
Best,Military press,"The military press is a compound movement used to build size and strength in the shoulders. It was once contested as a fourth powerlift, but is rarely competed anymore. However, being able to press a significant weight overhead remains a popular marker of upper-body strength. The military press can be trained as a strength lift or in traditional muscle-building rep ranges as part of full-body, shoulder-focused, or upper-body training.",Intermediate,Shoulders,Strength,Barbell
Best,Seated barbell shoulder press,"The seated barbell shoulder press is a classic exercise for building muscle and strength in the shoulders. The triceps also play a significant role in pressing the barbell overhead. Performing the movement seated reduces help from the lower body and decreases the risk of overextending the lumbar spine during the movement. This press variation can be the primary pressing movement on an upper-body or shoulder day, or an effective accessory movement later in a workout.",Intermediate,Shoulders,Strength,Barbell
Best,Snatch-Grip Behind-The-Neck Overhead Press,None,Beginner,Shoulders,Strength,Barbell
Best,Standing Bradford press,"The standing Bradford press is an obscure yet effective shoulder exercise that alternates front presses with behind-the-neck presses. It can be used as a warm-up for other press variations on a shoulder day, or as a muscle-building movement on its own in a shoulder or upper-body focused workout. It is usually performed for relatively high reps, such as 8-15 reps per set or higher, or just to the point of fatigue.",Intermediate,Shoulders,Strength,Barbell
Best,Barbell Shoulder Press,"The seated barbell shoulder pressis a classic exercise for building muscle and strengthening the shoulders, particularly but not exclusively the front heads. The triceps also play a significant roles in pressing the barbell overhead.",Intermediate,Shoulders,Strength,Barbell
Best,Barbell rear delt bent-over row,"The barbell rear delt bent-over row is a movement used to target the shoulders as well as the upper-back muscles. It is performed with lighter weights than a traditional barbell bent-over row, and is usually performed for higher reps, such as 8-15 reps per set, as part of a back or upper-body workout.",Intermediate,Shoulders,Strength,Barbell
Good,Barbell upright row,The barbell upright row is a barbell exercise that builds stronger and bigger traps. Many lifters combine this move with either their back or shoulder workout since it involves both body parts.,Intermediate,Shoulders,Strength,Barbell
Good,Bradford/Rocky Presses,None,Beginner,Shoulders,Strength,Barbell
Good,Lying rear delt fly,"The lying rear delt fly is an upper-body exercise that targets the rear deltoid of the shoulder. By performing the movement lying face down on a bench, it eliminates momentum from the rest of the body. This movement is usually performed for moderate to high reps, such as 8-12 reps per set or more, as part of the upper-body or shoulder-focused portion of a workout.",Intermediate,Shoulders,Strength,Barbell
Good,Machine Shoulder (Military) Press,The machine shoulder press is an upper body exercise targeting the deltoids.,Intermediate,Shoulders,Strength,Barbell
Good,Standing Barbell Press Behind Neck,"The standing behind-the-head press is a classic shoulder exercise that was used widely during bodybuilding's professed Golden Era. In addition to the deltoids, it also works the trapezius and triceps muscles. It may not be a good choice for some people's shoulders, depending on their injury history. It can be trained in strength-focused rep ranges, but is more commonly trained in moderate to high reps, such as 8-15 reps per set.",Intermediate,Shoulders,Strength,Barbell
Good,Barbell front raise,"The barbell front raise is an upper-body isolation exercise that targets the shoulders. It is usually performed for moderate to high reps, such as 8-12 reps or higher, as part of the shoulder-focused part of any workout.",Intermediate,Shoulders,Strength,Barbell
Good,Overhead bar front raise,"The overhead bar front raise is an exercise targeting the muscles of the traps (trapezius), especially the upper traps, as well as the front or anterior shoulders. It can also be performed with a weight plate or dumbbell, providing a neutral grip that may be more shoulder-friendly for some lifters. Overhead raises are most common for high reps (at least 8-12 reps per set or higher) on a shoulder, trap, or other upper-body-focused muscle-building day.",Intermediate,Shoulders,Strength,Barbell
Good,Incline barbell shoulder protraction,"The incline barbell shoulder protraction is an upper-body movement that targets strength and mobility in the scapula or shoulder blades. This can help increase pressing strength and prevent injury. It also helps develop the serratus anterior, an often-neglected muscle around the ribcage that can aid in shoulder health and upper-body muscle definition. Because it targets such small muscles, this exercise is usually performed with light weight for high reps, such as 8-12 reps per set or more.",Intermediate,Shoulders,Strength,Barbell
Good,Behind-the-head push-press,The behind-the-head push-press is an overhead press variation in which the barbell starts in the back rack position and is pushed overhead with assistance from the lower body. It is most often seen in training for Olympic weightlifting. It can be part of a barbell complex or performed for low reps focusing on power and movement quality.,Intermediate,Shoulders,Olympic Weightlifting,Barbell
Bad,Rack Delivery,None,Beginner,Shoulders,Olympic Weightlifting,Barbell
Bad,Smith Incline Shoulder Raise,None,Beginner,Shoulders,Strength,Barbell
Bad,Tall Muscle Snatch,None,Beginner,Shoulders,Olympic Weightlifting,Barbell
Bad,Axle Clean And Press,None,Beginner,Shoulders,Strongman,Barbell
Bad,Jerk Balance,None,Beginner,Shoulders,Olympic Weightlifting,Barbell
Bad,Seated EZ-bar shrug,"The seated EZ-bar shrug is an exercise targeting the trapezius muscle, that V-shaped muscle that forms a triangle where the shoulders meet the neck. It is usually performed for moderate to high reps during an upper-body or shoulders and traps-focused workout.",Intermediate,Shoulders,Strength,Barbell
Bad,Paul Carter Barbell Seated Military Press,"The seated barbell shoulder pressis a classic exercise for building muscle and strengthening the shoulders, particularly but not exclusively the front heads. The triceps also play a significant roles in pressing the barbell overhead.",Intermediate,Shoulders,Strength,Barbell
Bad,TBS Barbell Military Press,"The military press is a compound movement used to build size and strength in the shoulders. It was once contested as a fourth powerlift, but is rarely competed anymore. However, being able to press a significant weight overhead remains a popular marker of upper-body strength. The military press can be trained as a strength lift or in traditional muscle-building rep ranges as part of full-body, shoulder-focused, or upper-body training.",Intermediate,Shoulders,Strength,Barbell
Good,Incline Front Barbell Raise - Gethin Variation,"The incline face-down bar front raise is an upper-body exercise targeting the shoulders. Because it is performed face down on an angled bench, it has a greater range of motion than standing or upright-seated raises and hits the shoulders from a different angle. Raise variations are usually performed for moderate to high reps, such as 8-12 reps per set or more, as part of upper-body or shoulder-focused training.",Intermediate,Shoulders,Strength,Barbell
Best,Barbell Front Raise - Gethin Variation,"The barbell front raise is an upper-body isolation exercise that targets the shoulders. It is usually performed for moderate to high reps, such as 8-12 reps or higher, as part of the shoulder-focused part of any workout.",Intermediate,Shoulders,Strength,Barbell
Best,Single-arm barbell lateral raise,"The single-arm barbell lateral raise is an isolation exercise targeting the shoulders. It is more challenging than using a dumbbell and has an instability component that may make the deltoid muscles work harder. It is generally performed one side at a time for moderate to high reps, such as 8-15 reps per set, as part of a shoulder-focused workout.",Intermediate,Shoulders,Strength,Barbell
Bad,AM Upright Row,The barbell upright row is a barbell exercise that builds stronger and bigger traps. Many lifters combine this move with either their back or shoulder workout since it involves both body parts.,Intermediate,Shoulders,Strength,Barbell
Best,AM Barbell Shoulder Press,"The standing barbell shoulder press is a compound movement used to build size and strength in the shoulders. The shoulder press can be trained as a strength lift or in traditional muscle-building rep ranges as part of full-body, shoulder-focused, or upper-body training.",Intermediate,Shoulders,Strength,Barbell
Best,Standing barbell shoulder press,"The standing barbell shoulder press is a compound movement used to build size and strength in the shoulders. The shoulder press can be trained as a strength lift or in traditional muscle-building rep ranges as part of full-body, shoulder-focused, or upper-body training.",Intermediate,Shoulders,Strength,Barbell
Best,King Maker Barbell Thruster,"The barbell thruster is a full-body exercise that incorporates both squatting and pressing in one functional movement. It's especially common in contemporary CrossFit workouts, but also in general strength training. The barbell is usually cleaned into place first, but it could be performed taken from a squat rack in a front-rack position. The thruster can be performed in traditional strength-focused rep ranges to build strength in the press, or in higher reps for full-body conditioning.",Intermediate,Shoulders,Strength,Barbell
Bad,Single-arm incline cable cross-over,"The single-arm incline cable cross-over is an isolation movement that uses a cable stack and a bench to target the upper part of the pectoral muscles. Working the chest one side at a time allows you to focus on balance between the sides of your chest and really feel the chest muscles contracting. It is common in upper-body and chest-focused muscle-building workouts, often in combination with other presses or flyes to target the chest from different angles.",Intermediate,Shoulders,Strength,Barbell
Good,Barbell bear complex,"The barbell bear complex is a series of barbell lifts that run together in a single sequence: a barbell power clean, front squat, push-press, back squat, and another push-press from behind the neck. It trains the entire body for both building strength and improving conditioning. It is often performed for rounds, either with or without rest between rounds.",Intermediate,Shoulders,Strength,Barbell
Good,30 Shoulders Barbell Shrug,None,Intermediate,Shoulders,Strength,Barbell
Best,30 Shoulders Incline Face-Up Straight-Bar Front Raise,None,Intermediate,Shoulders,Strength,Barbell
Bad,30 Shoulders Seated Dumbbell Shoulder Press,None,Intermediate,Shoulders,Strength,Barbell
Bad,30 Shoulders Standing Behind-The-Head Shoulder Press,None,Intermediate,Shoulders,Strength,Barbell
Bad,30 Shoulders Standing Barbell Press,None,Intermediate,Shoulders,Strength,Barbell
Good,FYR2 Wide Overhead Press,None,Intermediate,Shoulders,Strength,Barbell
Best,Single-arm kettlebell push-press,"The single-arm kettlebell push-press is a popular kettlebell movement that involves performing a press with help from the muscles of the lower body. It is preceded by a clean at the start of each set, and optionally you can perform a clean between each rep. It can be trained in traditional strength or muscle-building rep ranges, in circuit or fat-loss training, or as part of a larger kettlebell combination or complex.",Intermediate,Shoulders,Strength,Kettlebells
Best,Two-Arm Kettlebell Military Press,None,Beginner,Shoulders,Strength,Kettlebells
Best,Alternating Kettlebell Press,None,Beginner,Shoulders,Strength,Kettlebells
Best,Single-arm kettlebell snatch,"The single-arm kettlebell snatch is a kettlebell exercise that involves lifting a kettlebell overhead in a single motion. It is popular as a full-body strength and conditioning movement, but it's also competed for reps in Russian-style girevoy sport. A ""snatch test"" of max reps in 5 or 10 minutes is also a common measurement of conditioning in kettlebell training. It can be performed from the ground or with a swing",Intermediate,Shoulders,Strength,Kettlebells
Good,Single-arm kettlebell clean and jerk,"The single-arm kettlebell clean and jerk is a popular kettlebell movement that is performed both in an exercise setting and competitively as a part of Russian-style girevoy sport. It differs from a clean and push-press in that the lifter ""dips"" under the weight rather than simply using the legs to help push the weight up. Each rep of a clean and jerk is preceded by a clean at the start of each set. It can be trained in traditional strength or muscle-building rep ranges, in circuit or fat-loss training, or as part of a larger kettlebell combination or complex.",Intermediate,Shoulders,Strength,Kettlebells
Good,Kettlebell pirate ship,"The kettlebell pirate ship is a rotational shoulder and core-focused kettlebell movement. It demands the lifter raise the kettlebell to the side in both directions, emphasizing core strength in the transverse abdominis and obliques in particular. It is best learned with a light weight, using controlled movements in both directions.",Intermediate,Shoulders,Strength,Kettlebells
Good,Two-Arm Kettlebell Clean,None,Beginner,Shoulders,Strength,Kettlebells
Good,Double Kettlebell Push Press,"The double-kettlebell push-press is a popular kettlebell movement that involves performing a press with help from the muscles of the lower body. It is preceded by a double clean at the start of each set, and optionally you can perform a clean between each rep. It can be trained in traditional strength or muscle-building rep ranges, in circuit or fat-loss training, or as part of a larger kettlebell combination or complex.",Intermediate,Shoulders,Strength,Kettlebells
Good,Kettlebell Seated Press,None,Beginner,Shoulders,Strength,Kettlebells
Good,Double Kettlebell Jerk,None,Beginner,Shoulders,Strength,Kettlebells
Good,Kettlebell Arnold Press,None,Beginner,Shoulders,Strength,Kettlebells
Bad,Double-kettlebell windmill,"The double-kettlebell windmill is an advanced kettlebell exercise emphasizing core strength and shoulder and hip mobility and stability. Because it involves holding one weight overhead while holding another under the torso, it builds strength across the core and stability in the shoulders. It doesn't work well in a metcon or conditioning setting, and shouldn't be performed under intense fatigue.",Intermediate,Shoulders,Strength,Kettlebells
Bad,One-Arm Kettlebell Split Snatch,None,Beginner,Shoulders,Strength,Kettlebells
Bad,One-Arm Kettlebell Para Press,None,Beginner,Shoulders,Strength,Kettlebells
Bad,One-Arm Kettlebell Split Jerk,None,Beginner,Shoulders,Strength,Kettlebells
Bad,One-Arm Kettlebell Military Press To The Side,None,Beginner,Shoulders,Strength,Kettlebells
Bad,One-Arm Kettlebell Jerk,None,Beginner,Shoulders,Strength,Kettlebells
Bad,Double Kettlebell Snatch,None,Beginner,Shoulders,Strength,Kettlebells
Bad,Two-Arm Kettlebell Jerk,None,Beginner,Shoulders,Strength,Kettlebells
Good,FYR Kettlebell Power Clean,"The kettlebell power clean is an explosive kettlebell exercise where the lifter pulls the weight to shoulder level with a slight swing between the legs. It is often used as a drill to teach kettlebell clean technique, but is also a valuable power exercise in its own right. It can be performed in low rep ranges for strength or higher rep ranges for technique practice or muscle growth.",Intermediate,Shoulders,Strength,Kettlebells
Best,Kettlebell upright row,"The kettlebell upright row is an exercise targeting the muscles of the traps (trapezius), as well as the posterior muscles of the shoulders or deltoid muscles. It is common as a light- or moderate-weight accessory movement in upper-body or shoulder training, usually in rep ranges of 8-12 or more. It may not be appropriate for some people, depending on their shoulder health.",Intermediate,Shoulders,Strength,Kettlebells
Bad,Kettlebell upright row and press,"The kettlebell upright row and press is a combination of two popular kettlebell movements in a single sequence. This combination can be performed for time or for reps, often as circuit-style training for conditioning or fat loss, or in a kettlebell complex or flow.",Intermediate,Shoulders,Strength,Kettlebells
Best,Single-arm kettlebell thruster,"The single-arm kettlebell thruster is a popular kettlebell movement that combines a kettlebell front squat with a kettlebell press. It is preceded by a clean at the start of each set, and you can perform a clean between each rep if you choose. It can be trained in traditional strength or muscle-building rep ranges, in circuit or fat-loss training, or as part of a kettlebell combination or complex.",Intermediate,Shoulders,Strength,Kettlebells
Good,Double-kettlebell shoulder press,"The double-kettlebell shoulder press is a popular movement in strength and muscle-focused kettlebell workouts. Each set is started by cleaning the weights up to the rack position. The weights can optionally be re-cleaned between each rep, which is known as a clean and press. The double press can be trained in traditional strength or muscle-growth rep ranges (e.g., 5x5 or 8-12 reps per set), or in circuit-style fat-loss training or kettlebell complexes.",Intermediate,Shoulders,Strength,Kettlebells
Good,Double-kettlebell push-press,"The double-kettlebell push-press is a popular kettlebell movement that involves performing a press with help from the muscles of the lower body. It is preceded by a double clean at the start of each set, and optionally you can perform a clean between each rep. It can be trained in traditional strength or muscle-building rep ranges, in circuit or fat-loss training, or as part of a larger kettlebell combination or complex.",Intermediate,Shoulders,Strength,Kettlebells
Good,HM Kettlebell Windmill,None,Intermediate,Shoulders,Strength,Kettlebells
Good,HM Kettlebell Z-Press,None,Intermediate,Shoulders,Strength,Kettlebells
Bad,Taylor Half-Kneeling Kettlebell Halo,None,Intermediate,Shoulders,Strength,Kettlebells
Good,Taylor Towel Kettlebell Farmer's Walk,None,Intermediate,Shoulders,Strength,Kettlebells
Good,FYR2 Double-Kettlebell Alternating Press,None,Intermediate,Shoulders,Strength,Kettlebells
Bad,FYR2 Double-Kettlebell Thruster,None,Intermediate,Shoulders,Strength,Kettlebells
Best,FYR2 Half-Kneeling Kettlebell Clean,None,Intermediate,Shoulders,Strength,Kettlebells
Bad,FYR2 Kettlebell Clean and Press,None,Intermediate,Shoulders,Strength,Kettlebells
Bad,FYR2 Kettlebell High Pull to Overhead Press,None,Intermediate,Shoulders,Strength,Kettlebells
Best,FYR2 Kettlebell Swing Clean and Press,None,Intermediate,Shoulders,Strength,Kettlebells
Good,FYR2 Single-Arm Kettlebell Press,None,Intermediate,Shoulders,Strength,Kettlebells
Best,FYR2 Ascending-Rep High-Pull-Press Complex,None,Intermediate,Shoulders,Strength,Kettlebells
Best,Dumbbell front raise to lateral raise,"The dumbbell front raise to lateral raise is a dumbbell complex that combines two exercises that build and strengthen the middle deltoids and the anterior deltoids of the shoulders. It is usually performed one rep of each movement at a time, although you could perform more reps of each, or increase the reps in successive rounds (e.g., 1 rep in round 1, 2 reps in round 2, etc.). No matter how you perform it, it targets both the anterior and medial deltoids, making it a great time-efficient shoulder burnout or accessory movement on an upper-body day.",Intermediate,Shoulders,Strength,Dumbbell
Best,Single-arm palm-in dumbbell shoulder press,"The single-arm palm-in dumbbell shoulder press builds the shoulder muscles but with two major differences from the standard dumbbell shoulder press. It's done one arm at a time and the wrist stays neutral throughout the movement. It can be performed standing or seated. A single dumbbell press can be pursued as a strength goal, or trained in traditional muscle-building rep ranges such as 8-15 reps per set or more.",Intermediate,Shoulders,Strength,Dumbbell
Best,Standing palms-in shoulder press,"The standing palms-in shoulder press is a dumbbell exercise targeting the shoulders. It can be performed in strength-focused rep ranges, such as 5-8 reps per set, or for higher reps to build muscle or for conditioning.",Intermediate,Shoulders,Strength,Dumbbell
Best,Seated Dumbbell Press,"The seated dumbbell shoulder pressis an exercise for building muscle and strengthening the shoulders, particularly but not exclusively the front heads. The triceps also assist. Some lifters feel that using dumbbells versus a barbell reduced injury risk.",Intermediate,Shoulders,Strength,Dumbbell
Best,Standing dumbbell shoulder press,"The standing dumbbell shoulder press is a classic deltoid-building exercise that is common in gyms around the world. Performing the move standing up as opposed to seated allows more weight to be used and taxes the core more than seated presses. The standing press is worthy of being the main movement in a muscle-building shoulder workout, but is also a great strength movement and accessory for the bench press.",Intermediate,Shoulders,Strength,Dumbbell
Best,Single-arm lateral raise,"The single-arm lateral raise is a shoulder exercise that targets the medial or middle head of the deltoid muscle. It's a staple strength-training move and is a great option for accessory work on upper-body training days. Hold on to a post for balance, or do it free-standing to challenge core strength and stability. It is usually performed for moderate to high reps, at least 8-12 reps per side, as part of the upper-body or shoulder-focused portion of a workout.",Intermediate,Shoulders,Strength,Dumbbell
Best,Power Partials,None,Beginner,Shoulders,Strength,Dumbbell
Best,Incline dumbbell reverse fly,"The incline dumbbell reverse fly is an upper-body exercise targeting the posterior or rear deltoids, as well as the postural muscles of the upper back. Because it targets such small muscles, this exercise is usually performed with light weight for high reps, such as 10-15 reps per set or more.",Intermediate,Shoulders,Strength,Dumbbell
Best,Overhead dumbbell front raise,"The overhead dumbbell front raise takes the dumbbell front raise one step further, extending the motion all the way above the head. In addition to the shoulders, it activates and strengthens the muscles of the traps and upper back. It is usually performed for moderate to high reps, such as 8-15 reps or more. It can be part of a dynamic upper-body warm-up, performed as a muscle-building upper-body movement, or as a burnout movement on shoulder day.",Intermediate,Shoulders,Strength,Dumbbell
Best,Seated dumbbell shoulder press,"The seated dumbbell shoulder press is a popular exercise for building muscle and strength in the shoulders. The triceps also work hard in this lift. Many lifters find using dumbbells to be more comfortable and shoulder-friendly for this press variation than a barbell. This can be the primary pressing movement on an upper-body or shoulder day, or an effective accessory movement later in a workout.",Intermediate,Shoulders,Strength,Dumbbell
Best,Alternating standing shoulder press,"The alternating standing shoulder press is a popular dumbbell exercise targeting the shoulders. It can be performed in strength-focused rep ranges, such as 5-8 reps per set, or for higher reps to build muscle or for conditioning.",Intermediate,Shoulders,Strength,Dumbbell
Best,Single-arm incline rear delt raise,"The single-arm incline rear delt raise is an upper-body exercise targeting the posterior deltoids or shoulder muscles, as well as the postural muscles of the upper back. Training each side independently can help correct imbalances in size, strength, and shoulder stability. Because it targets such small muscles, this exercise is usually performed with light weight for high reps, such as 10-15 reps per set or more.",Intermediate,Shoulders,Strength,Dumbbell
Best,Alternating dumbbell front raise,"The alternating dumbbell front raise is a single-joint exercise targeting the shoulder muscles, particularly the front or anterior deltoids. Performing the movement one shoulder at a time gives a momentary rest to each side while the other is working, potentially allowing you to do more reps during each set. It is usually performed for moderate to high reps, at least 8-12 reps per set, as part of an upper-body or shoulder-focused workout.",Intermediate,Shoulders,Strength,Dumbbell
Best,Alternating Deltoid Raise,The dumbbell front raise to lateral raise combines two exercises that build and strengthen the middle deltoids and the anterior deltoids of the shoulders.,Intermediate,Shoulders,Strength,Dumbbell
Best,Single-dumbbell front raise,"The single-dumbbell front raise is an isolation movement that targets the shoulders. In particular, it focuses on the anterior or front head of the deltoid muscles. By performing it with one dumbbell at a time, you can focus on each shoulder muscle independently and try to address muscular imbalances between shoulders. This movement is usually performed for moderate to high reps, at least 8-12 reps per set, as part of an upper-body or shoulder-focused workout.",Intermediate,Shoulders,Strength,Dumbbell
Best,Arnold press,"Named after the iconic bodybuilder and movie star, the Arnold press adds rotation to a classic shoulder press. It allows the hands to rotate naturally, while also hitting all three heads of the deltoids in one motion. It is usually performed for moderate to high reps, such as 8-12 reps or more, as part of the upper-body or shoulder-focused portion of a workout.",Intermediate,Shoulders,Strength,Dumbbell
Best,Single-arm standing shoulder press,"The single-arm standing shoulder press is a popular exercise to build size and strength the shoulders and triceps. Most lifters find they can go heavier (per arm) on this movement than if they are pressing two dumbbells simultaneously, making it an effective strength movement as well as a muscle-building movement in higher reps.",Intermediate,Shoulders,Strength,Dumbbell
Best,Dumbbell front raise,"The dumbbell front raise is a single-joint exercise targeting the shoulder muscles, particularly the front or anterior deltoids. It is usually performed for moderate to high reps, at least 8-12 reps per set, as part of an upper-body or shoulder-focused workout.",Intermediate,Shoulders,Strength,Dumbbell
